2024-05-05 14:40:17,684 - root - INFO - Starting the process...
2024-05-05 14:40:17,768 - root - INFO - Training and hyperparameter tuning starts.
2024-05-05 14:40:17,768 - optuna.storages._in_memory - INFO - A new study created in memory with name: no-name-f08fd999-7db3-4f65-b66d-6374919f7f16
2024-05-05 14:40:21,381 - root - INFO - New best model saved with score: 0.0003814624797087163
2024-05-05 14:40:21,381 - optuna.study.study - INFO - Trial 0 finished with value: 0.0003814624797087163 and parameters: {'batch_size': 64, 'num_layers': 4, 'hidden_dim': 128, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 32, 'lr': 0.002265370746003531, 'tw': 30}. Best is trial 0 with value: 0.0003814624797087163.
2024-05-05 14:40:53,991 - optuna.study.study - INFO - Trial 79 finished with value: 0.00023235523258335888 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0006956449636804187, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:40:54,701 - optuna.study.study - INFO - Trial 80 finished with value: 0.00025370324146933854 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0007072497117193523, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:40:55,427 - optuna.study.study - INFO - Trial 81 finished with value: 0.00025301167625002563 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0007436721062943748, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:40:56,153 - optuna.study.study - INFO - Trial 82 finished with value: 0.0005146828480064869 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0007182988187908112, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:40:56,848 - optuna.study.study - INFO - Trial 83 finished with value: 0.0003762918640859425 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0005991606999704807, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:40:57,570 - optuna.study.study - INFO - Trial 84 finished with value: 0.00037384559982456267 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0007261081872899782, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:40:57,902 - optuna.study.study - INFO - Trial 85 finished with value: 0.000399313576053828 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0006410872642695649, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:40:58,610 - optuna.study.study - INFO - Trial 86 finished with value: 0.000526092597283423 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0005413405747391734, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:40:58,957 - optuna.study.study - INFO - Trial 87 finished with value: 0.0005888199666514993 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0008459088869876412, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:40:59,671 - optuna.study.study - INFO - Trial 88 finished with value: 0.00038030429277569056 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0012618854335179682, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:00,006 - optuna.study.study - INFO - Trial 89 finished with value: 0.00037421222077682614 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0010442008198271813, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:00,921 - optuna.study.study - INFO - Trial 90 finished with value: 0.0012843053555116057 and parameters: {'batch_size': 64, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0003702619122745373, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:01,648 - optuna.study.study - INFO - Trial 91 finished with value: 0.0003119856701232493 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0009522781118475422, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:02,357 - optuna.study.study - INFO - Trial 92 finished with value: 0.0005783488741144538 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0008851656710054223, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:03,066 - optuna.study.study - INFO - Trial 93 finished with value: 0.0003029566432815045 and parameters: {'batch_size': 32, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 128, 'meta_hidden_dim2': 128, 'lr': 0.0006671905603480632, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:03,771 - optuna.study.study - INFO - Trial 94 finished with value: 0.00024065046454779804 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.0007351145746887157, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:04,665 - optuna.study.study - INFO - Trial 95 finished with value: 0.0004271592479199171 and parameters: {'batch_size': 64, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0007725927795568761, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:05,373 - optuna.study.study - INFO - Trial 96 finished with value: 0.000334658136125654 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.00046599293987778636, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:05,737 - optuna.study.study - INFO - Trial 97 finished with value: 0.00031690404284745455 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.000569320021483563, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:06,132 - optuna.study.study - INFO - Trial 98 finished with value: 0.00037799286656081676 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 32, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.0011607577005349095, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:06,495 - optuna.study.study - INFO - Trial 99 finished with value: 0.0003176609461661428 and parameters: {'batch_size': 64, 'num_layers': 4, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0021022622310116037, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:07,214 - optuna.study.study - INFO - Trial 100 finished with value: 0.0003134013095404953 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 256, 'lr': 0.0006529125032062721, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:07,931 - optuna.study.study - INFO - Trial 101 finished with value: 0.000314523495035246 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0007599598158241786, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:08,417 - optuna.study.study - INFO - Trial 102 finished with value: 0.0003637807094492018 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.000507596722263562, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:08,914 - optuna.study.study - INFO - Trial 103 finished with value: 0.00033997013815678656 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0008916366133720956, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:09,394 - optuna.study.study - INFO - Trial 104 finished with value: 0.0002733786532189697 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0010413617329220388, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:09,985 - optuna.study.study - INFO - Trial 105 finished with value: 0.00033227907260879874 and parameters: {'batch_size': 128, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.000832707877480069, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:10,291 - optuna.study.study - INFO - Trial 106 finished with value: 0.00028083514189347625 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 64, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.0005966312796084781, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:11,322 - optuna.study.study - INFO - Trial 107 finished with value: 0.0002858578518498689 and parameters: {'batch_size': 32, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 128, 'meta_hidden_dim2': 128, 'lr': 0.0007070595945806955, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:11,637 - optuna.study.study - INFO - Trial 108 finished with value: 0.00034581535146571696 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0009527010957973214, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:12,254 - optuna.study.study - INFO - Trial 109 finished with value: 0.0002365069231018424 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0013815067732937225, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:12,579 - optuna.study.study - INFO - Trial 110 finished with value: 0.0003360506671015173 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0014460882526612213, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:13,179 - optuna.study.study - INFO - Trial 111 finished with value: 0.00033095566323027015 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.001313027587204155, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:13,785 - optuna.study.study - INFO - Trial 112 finished with value: 0.0002950745401903987 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0012200077024372427, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:14,380 - optuna.study.study - INFO - Trial 113 finished with value: 0.00034093379508703947 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0016168306904719017, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:14,973 - optuna.study.study - INFO - Trial 114 finished with value: 0.0003141240740660578 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.001803914504892407, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:15,620 - optuna.study.study - INFO - Trial 115 finished with value: 0.0003120334877166897 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.001150023115385212, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:16,223 - optuna.study.study - INFO - Trial 116 finished with value: 0.00029375747544690967 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 256, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0008328253609735121, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:16,543 - optuna.study.study - INFO - Trial 117 finished with value: 0.00030056049581617117 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 64, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 256, 'lr': 0.0006510065038741701, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:17,095 - optuna.study.study - INFO - Trial 118 finished with value: 0.0015528404619544744 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.00045279539616833824, 'tw': 30}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:17,435 - optuna.study.study - INFO - Trial 119 finished with value: 0.00048176743439398706 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 32, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.00030070013345775206, 'tw': 20}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:17,762 - optuna.study.study - INFO - Trial 120 finished with value: 0.0002605656045489013 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0010020065614318751, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:18,078 - optuna.study.study - INFO - Trial 121 finished with value: 0.0002400761004537344 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0010722992173079055, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:18,403 - optuna.study.study - INFO - Trial 122 finished with value: 0.00032850034767761827 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0010597136543958293, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:18,746 - optuna.study.study - INFO - Trial 123 finished with value: 0.00039889587787911296 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0007326630929974254, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:19,103 - optuna.study.study - INFO - Trial 124 finished with value: 0.00030173544655553997 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0013680618873435626, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:19,460 - optuna.study.study - INFO - Trial 125 finished with value: 0.00027108530048280954 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0009509618730658148, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:19,812 - optuna.study.study - INFO - Trial 126 finished with value: 0.00037111801793798804 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.0015687177371644396, 'tw': 40}. Best is trial 79 with value: 0.00023235523258335888.
2024-05-05 14:41:20,142 - root - INFO - New best model saved with score: 0.00020511930051725358
2024-05-05 14:41:20,142 - optuna.study.study - INFO - Trial 127 finished with value: 0.00020511930051725358 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0008042996092164821, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:20,480 - optuna.study.study - INFO - Trial 128 finished with value: 0.0003142297500744462 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0010837510808145215, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:20,837 - optuna.study.study - INFO - Trial 129 finished with value: 0.0003498608130030334 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0008105022159528652, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:21,156 - optuna.study.study - INFO - Trial 130 finished with value: 0.00034219748340547085 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.000986589035298575, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:21,487 - optuna.study.study - INFO - Trial 131 finished with value: 0.00032182817813009024 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0005484128755013975, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:21,800 - optuna.study.study - INFO - Trial 132 finished with value: 0.0003618074406404048 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0007491739639565492, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:22,136 - optuna.study.study - INFO - Trial 133 finished with value: 0.0003095783176831901 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.0008937068758335079, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:22,468 - optuna.study.study - INFO - Trial 134 finished with value: 0.0003631053841672838 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.001961618068944263, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:22,853 - optuna.study.study - INFO - Trial 135 finished with value: 0.0003015620750375092 and parameters: {'batch_size': 32, 'num_layers': 4, 'hidden_dim': 64, 'meta_hidden_dim1': 128, 'meta_hidden_dim2': 128, 'lr': 0.0006283468027604278, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:23,178 - optuna.study.study - INFO - Trial 136 finished with value: 0.0003621585783548653 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.00544307398037889, 'tw': 30}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:23,502 - optuna.study.study - INFO - Trial 137 finished with value: 0.00041682570008561015 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 64, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.0006954974527393976, 'tw': 40}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:23,855 - optuna.study.study - INFO - Trial 138 finished with value: 0.0002637665020301938 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00022807887668596882, 'tw': 30}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:24,208 - optuna.study.study - INFO - Trial 139 finished with value: 0.002823689952492714 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 64, 'lr': 0.00014369680925478158, 'tw': 30}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:24,548 - optuna.study.study - INFO - Trial 140 finished with value: 0.0004846244992222637 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.00022797212633549882, 'tw': 30}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:24,899 - optuna.study.study - INFO - Trial 141 finished with value: 0.0003553174319677055 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00020601466651867694, 'tw': 30}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:25,242 - optuna.study.study - INFO - Trial 142 finished with value: 0.00028811872471123934 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0007954071975660822, 'tw': 30}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:25,584 - optuna.study.study - INFO - Trial 143 finished with value: 0.00031251716427505016 and parameters: {'batch_size': 16, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00027843884027068744, 'tw': 30}. Best is trial 127 with value: 0.00020511930051725358.
2024-05-05 14:41:25,907 - root - INFO - New best model saved with score: 0.00013447443780023605
2024-05-05 14:41:25,908 - optuna.study.study - INFO - Trial 144 finished with value: 0.00013447443780023605 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00017029697251126462, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:26,269 - optuna.study.study - INFO - Trial 145 finished with value: 0.0003661574446596205 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00014497358638756503, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:27,284 - optuna.study.study - INFO - Trial 146 finished with value: 0.0013878138270229101 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 32, 'lr': 0.0001068510317362438, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:27,935 - optuna.study.study - INFO - Trial 147 finished with value: 0.0005655346903949976 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00016686746458746205, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:28,286 - optuna.study.study - INFO - Trial 148 finished with value: 0.002496201079338789 and parameters: {'batch_size': 64, 'num_layers': 3, 'hidden_dim': 64, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.00024787842329292327, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:28,606 - optuna.study.study - INFO - Trial 149 finished with value: 0.00033708434784784913 and parameters: {'batch_size': 16, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 256, 'lr': 0.00016316664829705692, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:28,997 - optuna.study.study - INFO - Trial 150 finished with value: 0.00043505034409463406 and parameters: {'batch_size': 128, 'num_layers': 4, 'hidden_dim': 32, 'meta_hidden_dim1': 64, 'meta_hidden_dim2': 32, 'lr': 0.0002080275722528847, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:29,336 - optuna.study.study - INFO - Trial 151 finished with value: 0.0003071358078159392 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0011932615614343512, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:29,667 - optuna.study.study - INFO - Trial 152 finished with value: 0.0003079134039580822 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0008894082919810192, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:29,982 - optuna.study.study - INFO - Trial 153 finished with value: 0.0003195296158082783 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0006734088800369244, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:30,637 - optuna.study.study - INFO - Trial 154 finished with value: 0.00039838673546910286 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.0010330702050172647, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:30,967 - optuna.study.study - INFO - Trial 155 finished with value: 0.0003262859827373177 and parameters: {'batch_size': 128, 'num_layers': 2, 'hidden_dim': 128, 'meta_hidden_dim1': 256, 'meta_hidden_dim2': 64, 'lr': 0.00018536819227408561, 'tw': 40}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:31,534 - optuna.study.study - INFO - Trial 156 finished with value: 0.0001498833589721471 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0006079685210615166, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:32,412 - optuna.study.study - INFO - Trial 157 finished with value: 0.0003126403607893735 and parameters: {'batch_size': 64, 'num_layers': 4, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0013719425532211854, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:32,975 - optuna.study.study - INFO - Trial 158 finished with value: 0.0002669899840839207 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 32, 'lr': 0.0008285582505381215, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
2024-05-05 14:41:33,526 - optuna.study.study - INFO - Trial 159 finished with value: 0.0005333979497663677 and parameters: {'batch_size': 64, 'num_layers': 2, 'hidden_dim': 256, 'meta_hidden_dim1': 32, 'meta_hidden_dim2': 64, 'lr': 0.0007531528698534126, 'tw': 30}. Best is trial 144 with value: 0.00013447443780023605.
